PRIMARY_KEY,Employer_category,employee_count,Pay,Economic_sector,TYPE_OF_CONTRACT,WORK_CONDITION,labor_force_status,WORKING_HOURS,work_description,JOB_DEP
75624,NA,NA,3036,"QB","CDI","C","O",395,"563b","76"
75633,"ct_9","tr_3",15311,"CH","CDI","C","O",1709,"674d","76"
75646,"ct_9","tr_3",50475,"GZ","CDI","C","O",1534,"554b","76"
75653,NA,"tr_1",1858,"NZ","CDI","C","O",160,"681a","76"
75654,"ct_9","tr_2",25719,"HZ","CDI","C","O",2131,"641a","76"
75656,"ct_8","tr_4",8097,"QB","CDI","P","O",765,"525d","76"
75659,NA,NA,2557,"OZ","CDI","C","O",268,"524c","76"
75660,"ct_9","tr_2",6663,"IZ","CDI","C","O",724,"561d","75"
75665,"ct_9","tr_1",6009,"CA","CDI","P","O",852,"554a","76"
75666,"ct_9","tr_5",22109,"CG","CDI","C","O",1380,"485b","76"
75669,"ct_9","tr_1",38276,"KZ","CDI","C","O",1757,"387d","76"
75672,"ct_8","tr_1",4291,"RZ","CDI","C","O",156,"424a","76"
75678,"ct_9","tr_1",28127,"GZ","CDI","C","O",1922,"433b","76"
75682,"ct_9","tr_6",15938,"QA","CDI","P","O",1445,"526a","76"
75686,"ct_9","tr_6",24707,"QA","CDI","P","O",1615,"526a","76"
75687,"ct_9","tr_6",55911,"CD","CDI","C","O",1820,"387e","76"
75692,"ct_9","tr_0",19864,"GZ","CDI","C","O",1636,"643a","27"
75693,"ct_9","tr_0",17993,"GZ","CDI","C","O",1698,"461b","76"
75694,"ct_9","tr_3",39773,"HZ","CDI","C","O",1120,"652b","76"
75704,"ct_8","tr_3",17116,"QB","CDI","P","O",1710,"526d","76"
75705,"ct_8","tr_5",14474,"QB","CDI","C","O",1442,"461c","76"
75711,"ct_9","tr_1",14313,"IZ","CDI","C","O",1787,"541c","76"
75715,"ct_8","tr_4",32039,"PZ","CDI","C","O",1820,"341a","76"
75717,"ct_9","tr_3",30474,"FZ","CDI","C","O",1778,"479b","76"
75722,"ct_9","tr_4",27479,"KZ","CDI","C","O",1820,"376e","76"
75729,"ct_9","tr_6",51469,"MA","CDI","C","O",1820,"385a","76"
75736,"ct_9","tr_6",21165,"NZ","CDI","C","O",1820,"534a","76"
75745,"ct_9","tr_6",32659,"HZ","CDI","C","O",1815,"676d","76"
75747,"ct_8","tr_2",15179,"PZ","CDI","P","O",910,"372d","76"
75758,"ct_9","tr_0",12324,"FZ","CDI","C","O",881,"632a","76"
75759,NA,NA,1055,"TZ","CDD","C","O",138,"563c","76"
75760,"ct_9","tr_5",58769,"HZ","CDI","C","O",1820,"534a","76"
75769,"ct_8","tr_1",19574,"GZ","CDI","C","O",341,"637a","76"
75777,"ct_9","tr_2",7440,"NZ","CDI","C","O",698,"542b","76"
75781,"ct_1","tr_4",4398,"PZ","CDD","C","O",455,"422e","76"
75786,"ct_9","tr_0",4302,"IZ","TOA","N","O",532,"636d","76"
75789,"ct_8","tr_4",19894,"QB","CDI","C","O",1521,"526d","76"
75790,NA,NA,4436,"IZ","CDI","P","O",318,"534a","76"
75793,"ct_9","tr_3",20637,"CH","CDI","C","O",1810,"477a","76"
75795,"ct_9","tr_4",29176,"HZ","CDI","C","O",1820,"333c","76"
75826,"ct_9","tr_6",16997,"GZ","CDI","C","O",1222,"551a","76"
75828,"ct_9","tr_1",11376,"MA","CDI","C","O",1086,"543g","84"
75829,"ct_9","tr_2",9168,"NZ","TTP","C","O",773,"673c","76"
75838,"ct_8","tr_2",23817,"PZ","CDI","C","O",1820,"421b","76"
75839,"ct_9","tr_3",14893,"BZ","CDI","C","O",1822,"671d","94"
75843,"ct_9","tr_6",2528,"GZ","CDD","C","O",227,"554a","76"
75845,"ct_7","tr_0",3615,"QB","CDI","N","O",925,"563a","76"
75846,"ct_9","tr_5",21989,"HZ","CDI","C","O",1820,"546c","76"
75852,"ct_9","tr_1",17958,"FZ","CDI","C","O",1620,"632f","76"
75858,"ct_9","tr_5",25487,"JC","CDI","C","O",1565,"478a","76"
75859,"ct_8","tr_3",21335,"QB","CDI","C","O",1802,"434d","76"
75864,"ct_9","tr_1",24830,"CA","CDI","C","O",1757,"625g","76"
75867,"ct_9","tr_1",13541,"FZ","APP","C","A",1824,"681b","76"
75875,"ct_9","tr_4",10050,"CA","CDI","C","O",1379,"625a","76"
75882,"ct_9","tr_6",19785,"CA","CDI","C","O",1836,"684a","76"
75890,"ct_9","tr_6",34622,"CH","CDI","C","O",1939,"474b","76"
75900,"ct_8","tr_3",33330,"QB","CDI","C","O",1820,"434a","76"
75909,NA,NA,8379,"TZ","CDI","P","O",867,"563c","76"
75910,"ct_9","tr_2",32839,"KZ","CDI","C","O",1879,"467a","76"
75912,"ct_6","tr_1",13499,"FZ","CDI","C","O",1001,"632f","76"
75913,"ct_8","tr_4",35647,"PZ","CDI","C","O",1820,"342c","76"
75919,"ct_9","tr_1",20652,"QA","CDI","P","O",915,"431f","27"
75928,"ct_9","tr_6",35409,"KZ","CDI","C","O",1820,"461f","76"
75933,"ct_9","tr_4",28592,"GZ","CDI","C","O",2200,"462b","76"
75939,"ct_9","tr_1",6419,"KZ","APP","C","A",964,"544a","76"
75943,"ct_9","tr_4",25428,"CM","CDI","C","O",1831,"486c","76"
75952,"ct_3","tr_6",59857,"QA","AUT","C","O",2926,"344a","76"
75953,"ct_9","tr_2",27170,"MA","CDI","C","O",2028,"653a","76"
75955,"ct_6","tr_1",9038,"GZ","CDI","P","O",1014,"552a","76"
75961,"ct_9","tr_1",13131,"FZ","CDI","C","O",1528,"681b","76"
75962,"ct_8","tr_3",20195,"PZ","CDI","C","O",1490,"423b","76"
75966,"ct_8","tr_3",34547,"PZ","CDI","C","O",1820,"341a","76"
75967,"ct_9","tr_2",17607,"HZ","CDI","C","O",1964,"643a","76"
75975,"ct_9","tr_6",61723,"KZ","CDI","C","O",1870,"376e","76"
75978,"ct_9","tr_4",17045,"QB","CDI","P","O",1432,"526a","76"
75980,"ct_8","tr_4",26539,"QA","CDI","P","O",1732,"431f","76"
75985,"ct_9","tr_5",20487,"HZ","CDI","C","O",1190,"546c","76"
75988,"ct_9","tr_6",25659,"MA","CDI","C","O",1820,"479b","76"
75992,"ct_9","tr_1",10493,"CC","CDI","C","O",457,"462c","27"
75999,"ct_9","tr_2",30924,"FZ","CDI","C","O",1785,"632e","80"
76004,"ct_1","tr_6",31402,"PZ","AUT","C","O",1820,"342b","76"
76015,"ct_9","tr_4",25682,"NZ","CDI","C","O",2811,"534a","76"
76016,"ct_8","tr_4",18898,"QB","CDI","C","O",1820,"526d","76"
76032,"ct_9","tr_5",13631,"NZ","CDI","C","O",927,"534a","76"
76034,"ct_9","tr_5",21645,"CH","CDI","C","O",1826,"628c","76"
76048,"ct_9","tr_6",21444,"GZ","CDI","C","O",445,"487a","76"
76064,"ct_9","tr_4",15370,"MA","CDI","C","O",1550,"633d","76"
76070,"ct_9","tr_1",18555,"HZ","CDI","C","O",1727,"641a","27"
76071,"ct_9","tr_6",18731,"NZ","CDI","C","O",1820,"534a","76"
76079,"ct_8","tr_5",16964,"QB","CDI","P","O",1450,"526d","76"
76080,"ct_6","tr_1",19617,"KZ","CDI","C","O",1641,"545c","76"
76081,"ct_3","tr_6",10816,"QA","CDD","C","O",924,"431f","76"
76089,"ct_9","tr_2",15291,"FZ","CDI","C","O",1631,"463b","76"
76090,"ct_9","tr_3",33827,"CA","CDI","C","O",2137,"643a","76"
76092,"ct_9","tr_1",11189,"IZ","CDI","C","O",1138,"561c","76"
76097,"ct_9","tr_1",21375,"FZ","CDI","C","O",1743,"681a","76"
76101,"ct_9","tr_3",8212,"MA","AUT","C","X",875,"542a","76"
76105,"ct_8","tr_4",21474,"QB","CDI","C","O",1810,"434e","76"
76110,"ct_2","tr_1",22648,"PZ","AUT","C","O",1820,"421b","76"
76119,"ct_8","tr_3",9505,"QB","CDI","C","O",747,"525b","76"
76122,"ct_9","tr_6",58074,"GZ","CDI","C","O",2028,"461f","76"
76123,"ct_9","tr_3",21651,"EZ","CDI","C","O",1623,"652a","76"
76131,"ct_9","tr_6",10879,"MA","CDI","C","O",793,"564a","75"
76157,"ct_9","tr_5",12322,"CG","CDI","C","O",464,"543g","27"
76166,"ct_9","tr_2",24308,"CM","CDI","C","O",1945,"641a","76"
76170,"ct_8","tr_5",9566,"QB","CDI","P","O",839,"526a","76"
76175,"ct_9","tr_3",17731,"EZ","CDI","C","O",1104,"541b","95"
76177,"ct_9","tr_6",34206,"RZ","CDI","C","O",1764,"387e","77"
76188,"ct_9","tr_3",11183,"GZ","AUT","C","X",1499,"554e","77"
76189,"ct_9","tr_2",18287,"GZ","CDI","C","O",1498,"462b","77"
76190,"ct_8","tr_5",85121,"QA","CDI","C","O",2129,"372c","75"
76197,"ct_9","tr_6",19373,"RZ","CDI","C","O",1318,"487a","77"
76200,"ct_4","tr_4",24117,"PZ","CDI","C","O",1830,"342d","77"
76203,"ct_9","tr_5",42581,"CH","CDI","C","O",1089,"483a","77"
76208,"ct_8","tr_3",50789,"QA","CDI","C","O",1820,"344b","77"
76211,"ct_8","tr_3",19792,"QB","CDI","C","O",1822,"434d","77"
76213,"ct_8","tr_4",21639,"PZ","CDI","C","O",1649,"525b","77"
76214,"ct_9","tr_3",14754,"QA","CDI","C","O",1360,"526e","91"
76215,"ct_9","tr_1",7298,"NZ","APP","C","A",883,"634d","77"
76216,"ct_3","tr_6",46774,"QA","CDI","P","O",1676,"344a","93"
76217,"ct_9","tr_6",50538,"KZ","CDI","C","O",1820,"376d","78"
76219,"ct_9","tr_2",18117,"NZ","CDI","C","O",2046,"684a","77"
76229,"ct_3","tr_6",25525,"QA","AUT","C","O",1820,"526a","94"
76231,"ct_2","tr_5",18529,"OZ","AUT","C","O",1848,"563a","77"
76232,"ct_8","tr_6",20409,"QA","CDI","C","O",1820,"525d","77"
76233,"ct_9","tr_2",16723,"QB","CDI","C","O",934,"526c","93"
76240,"ct_9","tr_5",18754,"HZ","CDI","C","O",1844,"521a","92"
76241,"ct_9","tr_2",13987,"RZ","CDI","C","O",1519,"424a","77"
76249,"ct_9","tr_1",17639,"NZ","CDI","C","O",1509,"621d","77"
76257,"ct_9","tr_1",4883,"NZ","TTP","N","O",483,"652a","94"
76264,"ct_9","tr_6",37461,"KZ","CDI","C","O",1805,"451a","93"
76266,"ct_8","tr_3",24360,"QB","CDI","C","O",1681,"434d","93"
76271,"ct_8","tr_5",33536,"PZ","CDI","C","O",1918,"341a","93"
76272,"ct_9","tr_1",32974,"KZ","CDI","C","O",1940,"543f","77"
76277,"ct_9","tr_1",4303,"IZ","CDD","C","O",546,"561d","77"
76282,"ct_9","tr_5",29860,"HZ","CDI","C","O",1517,"461c","75"
76283,"ct_9","tr_1",6988,"MC","CDI","C","O",474,"551a","77"
76286,"ct_9","tr_1",7915,"GZ","CDI","C","O",534,"554a","77"
76302,"ct_9","tr_0",15805,"JB","CDI","C","O",1718,"423b","59"
76304,"ct_9","tr_6",47254,"JC","CDI","C","O",1771,"388c","94"
76308,"ct_9","tr_4",17041,"NZ","CDI","C","O",1739,"534a","93"
76313,"ct_9","tr_1",26027,"FZ","CDI","C","O",1535,"543b","77"
76314,"ct_2","tr_4",13415,"OZ","CDI","C","O",1553,"435b","77"
76324,"ct_9","tr_6",48029,"HZ","CDI","C","O",1456,"372b","77"
76326,"ct_9","tr_5",29655,"CH","CDI","C","O",1749,"477c","91"
76328,"ct_9","tr_6",33919,"DZ","CDI","C","O",1771,"461f","93"
76329,"ct_9","tr_5",6969,"NZ","CDI","C","O",767,"684a","94"
76331,"ct_4","tr_6",28163,"SZ","CDI","C","O",1771,"422b","75"
76332,"ct_9","tr_6",18111,"CL","CDI","C","O",934,"623e","91"
76333,"ct_9","tr_6",13986,"MA","CDI","C","O",1447,"543f","91"
76334,"ct_7","tr_1",11840,"TZ","CDI","N","O",251,"563c","77"
76335,"ct_9","tr_5",36444,"HZ","CDI","C","O",1806,"382c","93"
76341,"ct_9","tr_5",28088,"DZ","CDI","C","O",1924,"622c","77"
76346,"ct_8","tr_5",9714,"PZ","CDI","P","O",1168,"525b","93"
76353,"ct_9","tr_1",15932,"FZ","CDI","C","O",1701,"542a","77"
76363,"ct_9","tr_3",25280,"JC","CDI","C","X",1749,"543f","94"
76365,"ct_9","tr_5",53042,"MA","CDI","C","O",1820,"388a","91"
76367,"ct_9","tr_4",13101,"QB","CDI","C","O",1252,"525d","77"
76368,"ct_9","tr_6",16150,"NZ","CDI","C","O",1659,"534a","75"
76374,"ct_9","tr_5",64756,"CM","CDI","C","O",1641,"461d","95"
76379,"ct_9","tr_3",25715,"GZ","CDI","C","O",1800,"543e","91"
76384,"ct_9","tr_1",8667,"JB","CDI","C","O",1062,"478d","93"
76385,"ct_9","tr_6",45521,"FZ","CDI","C","O",1820,"382c","92"
76388,"ct_9","tr_5",19133,"HZ","CDI","C","O",1844,"521a","92"
76394,"ct_8","tr_5",18515,"PZ","CDI","C","O",1824,"422e","93"
76399,"ct_9","tr_6",87061,"CL","CDI","C","O",1196,"474c","77"
76405,"ct_9","tr_4",30858,"DZ","CDI","C","O",1770,"462e","92"
76407,"ct_8","tr_4",60712,"SZ","CDI","C","O",1781,"461c","93"
76410,"ct_9","tr_1",15896,"MC","CDI","C","O",925,"423b","77"
76412,"ct_8","tr_3",13354,"QB","CDI","C","O",686,"525d","77"
76418,"ct_2","tr_5",17106,"OZ","AUT","C","O",1820,"524c","77"
76419,"ct_8","tr_5",9010,"QB","AUT","P","X",1206,"631a","77"
76420,"ct_9","tr_5",20958,"GZ","CDI","C","O",1551,"543c","94"
76423,"ct_9","tr_6",47060,"JB","CDI","C","O",1667,"388e","75"
76424,"ct_9","tr_5",39689,"CC","CDI","C","O",1760,"627f","77"
76426,"ct_9","tr_6",45410,"MA","CDI","C","O",1820,"374a","91"
76432,"ct_9","tr_1",19531,"GZ","CDI","C","O",1638,"634c","93"
76433,"ct_9","tr_6",58932,"KZ","CDI","C","O",1713,"388a","92"
76437,"ct_9","tr_3",10867,"FZ","CDI","C","O",1062,"481b","77"
76449,"ct_9","tr_5",38580,"HZ","CDI","C","O",1813,"478d","75"
76455,"ct_5","tr_4",32586,"HZ","CDI","C","O",1958,"628b","94"
76458,"ct_9","tr_4",17219,"HZ","CDI","P","O",593,"543b","92"
76462,"ct_9","tr_1",19342,"NZ","CDI","C","O",1820,"553c","75"
76466,"ct_9","tr_6",14105,"NZ","CDI","C","O",2177,"534a","93"
76471,"ct_9","tr_3",20067,"NZ","CDI","C","O",1028,"382c","77"
76472,"ct_9","tr_3",16168,"MC","CDD","C","O",1319,"543f","75"
76478,"ct_9","tr_6",9477,"NZ","CDI","P","O",1040,"684a","75"
76481,"ct_9","tr_1",9870,"CG","CDI","C","O",913,"632b","45"
76486,"ct_8","tr_4",14917,"PZ","CDI","P","O",1356,"435b","77"
76488,"ct_9","tr_5",5369,"HZ","CDI","C","O",331,"653a","77"
76491,"ct_9","tr_3",34743,"EZ","CDI","C","O",1834,"485a","95"
76493,"ct_7","tr_1",2491,"TZ","CDI","N","O",262,"563c","75"
76495,"ct_9","tr_2",43939,"MA","CDI","C","O",1691,"461e","77"
76498,"ct_9","tr_5",49088,"HZ","CDI","C","O",2249,"373b","77"
76513,"ct_9","tr_6",54049,"CL","CDI","C","O",2000,"478b","92"
76515,"ct_8","tr_6",24163,"QA","CDI","C","O",1826,"525d","75"
76519,"ct_9","tr_6",39072,"CD","CDI","C","O",1839,"461d","77"
76520,"ct_2","tr_3",24361,"RZ","AUT","C","O",1822,"424a","75"
76525,"ct_9","tr_3",16439,"SZ","CDI","C","O",771,"374a","77"
76531,"ct_9","tr_3",31567,"HZ","CDI","C","O",1820,"543c","95"
76543,"ct_3","tr_6",21877,"QA","CDD","C","O",1663,"526c","75"
76547,"ct_9","tr_4",24763,"GZ","CDI","C","O",1434,"462b","75"
76551,"ct_9","tr_6",25620,"HZ","CDI","C","O",1260,"546d","93"
76553,"ct_8","tr_5",19633,"QB","CDI","C","O",1785,"434b","77"
76571,"ct_9","tr_3",52931,"JA","CDI","C","O",1673,"553c","75"
76575,"ct_9","tr_6",49863,"HZ","CDI","C","O",1715,"333f","95"
76579,"ct_9","tr_4",10711,"JA","CDI","C","O",671,"465a","75"
76584,"ct_9","tr_1",11450,"FZ","CDI","C","O",886,"382a","78"
76586,"ct_9","tr_3",27795,"HZ","CDI","C","O",1932,"542b","95"
76587,"ct_9","tr_6",61733,"JC","CDI","C","O",1820,"388c","92"
76589,"ct_9","tr_6",20047,"KZ","CDI","C","O",1820,"467a","77"
76594,"ct_1","tr_5",31139,"OZ","CDI","P","O",1456,"524b","75"
76602,"ct_9","tr_5",24527,"HZ","CDI","C","O",1807,"477a","77"
76603,"ct_9","tr_2",27376,"PZ","CDI","C","O",1935,"423a","75"
76604,"ct_2","tr_6",19940,"OZ","AUT","C","O",1844,"524c","94"
76607,"ct_1","tr_6",44180,"OZ","AUT","C","O",1820,"531a","93"
76611,"ct_9","tr_2",24033,"GZ","CDI","C","O",1926,"551a","77"
76613,"ct_8","tr_6",22464,"OZ","CDI","C","O",1014,"431f","75"
76615,"ct_9","tr_2",52850,"KZ","CDI","C","O",1818,"462e","77"
76620,"ct_8","tr_5",15683,"PZ","CDI","P","O",1368,"422a","93"
76629,"ct_1","tr_5",23234,"PZ","CDI","P","O",950,"524b","93"
76632,NA,NA,1775,"FZ","CDI","C","O",217,"633a","94"
76634,"ct_9","tr_5",15657,"CK","CDI","C","O",1653,"624e","94"
76636,NA,NA,4276,"QB","CDI","P","O",312,"435b","75"
76641,"ct_5","tr_6",32790,"RZ","CDI","C","O",1645,"637c","75"
76642,"ct_9","tr_4",24874,"GZ","CDI","C","O",2200,"642b","91"
76644,"ct_9","tr_1",39233,"DZ","CDI","C","O",1876,"477c","77"
76645,"ct_2","tr_6",4429,"OZ","CDI","P","O",461,"525c","77"
76652,"ct_8","tr_3",47096,"QB","CDI","C","O",1860,"434a","77"
76659,"ct_9","tr_3",25976,"HZ","CDI","C","O",1878,"534a","77"
76660,"ct_9","tr_1",21606,"IZ","CDI","C","O",1555,"488b","91"
76663,"ct_9","tr_5",16824,"NZ","CDI","C","O",1496,"684a","93"
76666,"ct_9","tr_1",10133,"GZ","CDI","C","O",1238,"463c","94"
76667,"ct_9","tr_2",64565,"JC","CDI","C","O",1848,"388a","75"
76674,"ct_8","tr_2",8573,"QB","CDI","P","O",891,"525d","77"
76676,"ct_9","tr_4",5778,"QA","CDI","C","O",514,"525d","77"
76684,"ct_9","tr_5",54597,"MA","CDI","C","O",1996,"372c","93"
76687,"ct_9","tr_3",12701,"GZ","APP","C","A",1795,"554f","77"
76690,"ct_2","tr_6",25286,"OZ","CDI","C","O",1819,"451g","77"
76694,"ct_9","tr_3",14086,"IZ","CDI","C","O",1522,"561e","77"
76696,"ct_5","tr_3",9690,"RZ","CDD","N","O",537,"465b","77"
76697,"ct_9","tr_1",29774,"NZ","CDI","C","O",1820,"374c","75"
76702,"ct_9","tr_1",33943,"SZ","CDI","C","O",2046,"462e","75"
76708,"ct_9","tr_6",33915,"KZ","CDI","C","O",1806,"467b","93"
76709,"ct_9","tr_4",19459,"CG","CDI","C","O",1872,"461b","77"
76712,"ct_9","tr_4",28411,"MA","CDI","C","O",2028,"472b","75"
76715,"ct_9","tr_2",15815,"QA","CDI","C","O",1744,"526e","77"
76717,"ct_9","tr_6",29334,"HZ","CDI","C","O",1604,"423b","93"
76724,"ct_9","tr_6",19265,"RZ","CDI","C","O",1828,"534a","77"
76728,"ct_9","tr_1",9412,"CH","CDI","C","O",1062,"461b","77"
76729,"ct_9","tr_4",23070,"GZ","CDI","C","O",1752,"543f","94"
76734,"ct_9","tr_5",13397,"MA","CDI","C","O",1403,"382a","78"
76736,"ct_9","tr_4",26807,"HZ","CDI","C","O",1880,"451a","77"
76738,"ct_9","tr_2",14373,"NZ","TTP","C","O",1040,"543g","77"
76741,"ct_9","tr_5",6623,"HZ","CDI","C","O",658,"546e","77"
76749,"ct_9","tr_1",7935,"GZ","CDI","P","O",863,"553c","75"
76758,"ct_4","tr_2",25610,"OZ","CDI","C","O",1685,"451e","77"
76760,"ct_9","tr_2",9122,"NZ","APP","C","A",1029,"681b","77"
76765,"ct_9","tr_3",25678,"EZ","CDI","C","O",1661,"628e","77"
76767,"ct_9","tr_6",31716,"CJ","CDI","C","O",1690,"387c","94"
76774,"ct_9","tr_4",17708,"HZ","CDI","C","O",1631,"546c","77"
76778,"ct_9","tr_6",11535,"GZ","CDI","P","O",978,"554a","77"
76779,"ct_9","tr_6",33575,"DZ","CDI","C","O",1824,"485a","10"
76783,"ct_9","tr_5",15386,"GZ","CDI","C","O",1118,"652a","77"
76785,"ct_9","tr_6",61237,"FZ","CDI","C","O",1785,"382c","78"
76794,"ct_9","tr_4",52978,"DZ","CDI","C","O",1874,"383a","94"
76798,"ct_8","tr_3",20438,"QB","CDI","C","O",1820,"526a","77"
76802,"ct_9","tr_2",22677,"FZ","CDI","C","O",1626,"633a","77"
76804,"ct_6","tr_1",9052,"QA","CDI","P","O",938,"526b","77"
76815,"ct_9","tr_2",21583,"HZ","CDI","C","O",1490,"451a","77"
76817,"ct_9","tr_6",21634,"LZ","CDI","C","O",1820,"564a","92"
76818,"ct_9","tr_2",13632,"CA","CDI","C","O",1348,"676a","94"
76821,"ct_9","tr_1",18070,"IZ","CDI","C","O",1694,"636d","77"
76827,"ct_9","tr_6",44170,"CL","CDI","C","O",1071,"474c","77"
76835,"ct_9","tr_2",54075,"MA","CDI","C","O",668,"372b","92"
76841,"ct_9","tr_3",34728,"FZ","CDI","C","O",1631,"633a","91"
76842,"ct_3","tr_6",26636,"QA","AUT","C","O",1820,"632k","93"
76847,"ct_9","tr_6",18782,"RZ","CDI","C","O",1156,"465b","77"
76850,"ct_8","tr_4",20599,"QB","CDI","C","O",1747,"526d","77"
76859,"ct_9","tr_4",51605,"KZ","CDI","C","O",1820,"376d","75"
76865,"ct_9","tr_1",10156,"IZ","CDI","P","O",1173,"561d","77"
76866,"ct_8","tr_4",22835,"QB","CDI","C","O",1820,"526d","93"
76871,"ct_9","tr_1",763,"SZ","CDI","P","O",226,"562a","92"
76875,"ct_8","tr_5",26662,"QB","CDI","C","O",2073,"526a","94"
76879,"ct_6","tr_1",15386,"GZ","CDI","C","O",1452,"562a","75"
76880,"ct_7","tr_1",21276,"QB","CDI","N","O",3000,"563a","77"
76889,"ct_9","tr_3",32046,"HZ","CDI","C","O",1766,"641a","77"
76890,"ct_9","tr_6",19149,"MA","CDI","C","O",1102,"461d","94"
76891,"ct_9","tr_2",8620,"SZ","CDI","C","O",883,"562a","75"
76895,"ct_8","tr_5",22682,"PZ","CDI","C","O",1820,"341a","77"
76900,"ct_8","tr_5",36477,"PZ","CDI","C","O",1909,"422b","91"
76907,"ct_9","tr_3",13466,"FZ","CDD","C","O",1658,"673c","77"
76911,"ct_9","tr_6",16216,"GZ","CDI","C","O",1480,"554a","77"
76912,"ct_9","tr_6",30267,"HZ","CDI","C","O",1337,"372b","93"
76913,"ct_9","tr_5",56856,"NZ","CDI","C","O",1768,"461d","93"
76917,"ct_1","tr_6",32478,"RZ","CDI","C","O",1819,"333e","75"
76918,"ct_9","tr_1",30845,"MA","CDI","C","O",1829,"543b","77"
76925,"ct_9","tr_4",32831,"HZ","CDI","C","O",1794,"423b","93"
76931,"ct_2","tr_6",23440,"OZ","AUT","C","O",1703,"526a","94"
76932,"ct_3","tr_6",15525,"QB","CDI","P","O",1610,"525d","94"
76933,"ct_9","tr_1",8549,"HZ","CDI","C","O",1147,"643a","93"
76935,"ct_8","tr_6",46222,"QA","CDI","C","O",3000,"526a","94"
76940,"ct_9","tr_0",38915,"MA","CDI","P","O",1974,"542a","75"
76956,"ct_9","tr_1",2232,"SZ","CDI","C","O",297,"562a","91"
76960,"ct_9","tr_6",25019,"GZ","CDI","C","O",1582,"374a","77"
76967,"ct_3","tr_6",11984,"QA","CDD","C","O",927,"431f","91"
76970,"ct_9","tr_1",25060,"FZ","CDI","C","O",1629,"633a","95"
76971,"ct_9","tr_3",30248,"MA","CDI","C","O",1792,"472a","93"
76972,"ct_9","tr_3",3851,"NZ","CDI","C","O",430,"643a","77"
76976,"ct_9","tr_5",37598,"PZ","CDI","C","O",1820,"341a","94"
76977,"ct_7","tr_1",20615,"QB","CDI","N","O",3000,"563a","77"
76981,NA,"tr_1",3296,"NZ","CDI","C","O",157,"652a","77"
76984,"ct_9","tr_3",24582,"CH","CDI","C","O",1813,"674d","77"
77010,"ct_8","tr_6",27517,"QA","CDI","C","O",1681,"526a","77"
77011,"ct_9","tr_1",9608,"FZ","CDI","C","O",222,"632j","77"
77015,"ct_9","tr_6",19297,"GZ","CDI","C","O",1867,"676c","77"
77019,"ct_9","tr_6",7473,"NZ","AUT","C","X",655,"541b","75"
77020,"ct_9","tr_1",2032,"NZ","TTP","C","O",254,"676c","77"
77023,"ct_7","tr_1",26778,"QB","CDI","N","O",3000,"563a","77"
77032,"ct_9","tr_3",10045,"GZ","CDI","C","O",634,"653a","93"
77034,"ct_9","tr_1",54247,"JA","CDI","C","O",1820,"353b","75"
77036,"ct_8","tr_3",43164,"SZ","CDI","C","O",1790,"372e","75"
77040,"ct_2","tr_6",18144,"OZ","AUT","C","O",1819,"524c","77"
77043,"ct_8","tr_1",22800,"QB","CDI","C","O",1512,"526c","75"
77045,"ct_9","tr_3",23538,"HZ","CDI","C","O",1785,"641a","77"
77048,"ct_9","tr_1",8271,"JC","CDD","C","O",1215,"676c","77"
77051,"ct_9","tr_3",9490,"CE","CDI","C","O",1126,"674a","77"
77063,"ct_9","tr_1",10356,"NZ","TTP","C","O",1098,"676a","77"
77075,"ct_9","tr_4",20479,"QB","CDI","C","O",1723,"526a","91"
77082,"ct_9","tr_3",25643,"GZ","CDI","C","O",1750,"634c","77"
77089,"ct_9","tr_6",53967,"RZ","CDI","C","O",1799,"468b","77"
77090,"ct_8","tr_6",15643,"QA","CDI","C","O",1260,"525d","75"
77092,"ct_9","tr_6",18060,"NZ","CDI","C","O",1986,"534a","78"
77093,"ct_4","tr_6",29293,"QB","CDI","C","O",2053,"526a","94"
77098,"ct_9","tr_2",17055,"HZ","CDI","C","O",1729,"676a","93"
77105,"ct_9","tr_6",10366,"MA","CDI","C","O",697,"384a","78"
77106,"ct_2","tr_6",22638,"OZ","AUT","C","O",1947,"525b","94"
77107,"ct_6","tr_1",15608,"GZ","CDI","P","O",1120,"433d","77"
77128,"ct_9","tr_3",7719,"IZ","CDI","P","O",766,"561c","93"
77132,"ct_9","tr_3",27844,"HZ","CDI","C","O",1828,"641a","77"
77146,"ct_9","tr_5",60189,"HZ","CDI","C","O",1865,"374c","13"
77152,"ct_9","tr_6",53239,"KZ","CDI","C","O",1820,"388c","92"
77153,"ct_9","tr_6",21872,"NZ","CDI","C","O",1986,"534a","93"
77155,"ct_9","tr_6",31601,"MC","CDI","C","O",1680,"461b","93"
77160,"ct_9","tr_5",15714,"QA","CDI","C","O",1792,"525d","77"
77164,"ct_9","tr_3",34404,"HZ","CDI","C","O",1834,"466c","77"
77176,"ct_7","tr_1",21645,"QB","CDI","N","O",3000,"563a","77"
77181,"ct_9","tr_1",17596,"CM","CDI","C","O",1569,"637d","77"
77182,"ct_9","tr_4",13806,"JC","CDD","C","O",1335,"544a","77"
77185,"ct_9","tr_6",42177,"JA","CDI","C","O",1867,"465b","75"
77190,NA,NA,2440,"IZ","CDI","C","O",215,"561b","75"
77196,"ct_8","tr_3",17107,"QB","CDI","C","O",1399,"424a","77"
77198,"ct_8","tr_5",50900,"SZ","CDI","C","O",1823,"375b","75"
77202,"ct_9","tr_3",8576,"RZ","CDI","C","O",1444,"541b","77"
