PRIMARY_KEY,Economic_sector,FORMER_DEP,JOB_DEP,work_description,TYPE_OF_CONTRACT,labor_force_status,WORK_CONDITION,Employer_category,WORKING_HOURS,employee_count
82724,"NZ","67","67","542a","CDI","O","C","ct_9",1820,"tr_3"
82735,"FZ","93","94","621b","CDI","O","C","ct_9",972,"tr_5"
82742,"QA","57","57","433a","CDI","O","P","ct_8",1161,"tr_6"
82744,"OZ","61","61","523c","CDI","O","P","ct_2",1664,"tr_1"
82751,"PZ","93","75","422d","CDI","O","C","ct_8",875,"tr_2"
82755,"QB","34","34","526a","CDI","O","P","ct_9",1613,"tr_3"
82757,"QB","79","79","543g","CDI","O","C","ct_8",1379,"tr_1"
82777,"QB","59","59","542a","CDI","O","P","ct_8",896,"tr_5"
82779,"CF","69","69","475a","CDI","O","C","ct_9",1785,"tr_5"
82799,"CG","35","53","484b","CDI","O","C","ct_9",1799,"tr_5"
82801,"QB","74","74","564b","AUT","X","P","ct_8",1149,"tr_0"
82804,"QB","92","92","525d","CDI","O","P","ct_8",1092,"tr_3"
82821,"FZ","59","59","651a","CDI","O","C","ct_9",1532,"tr_6"
82827,"FZ","78","92","462e","CDI","O","C","ct_9",1820,"tr_6"
82856,"QB",NA,NA,"421a","CDI","O","C","ct_8",1820,"tr_4"
82868,"CG","49","49","632k","CDI","O","C","ct_9",2005,"tr_6"
82879,"KZ","29","29","376b","CDI","O","C","ct_9",1820,"tr_2"
82913,"QB","73","73","526a","CDI","O","C","ct_9",1696,"tr_3"
82923,"HZ","92","92","546c","CDI","O","C","ct_9",1280,"tr_3"
82933,"QA","54","54","526e","CDI","O","C","ct_9",1703,"tr_1"
82934,"CC","88","88","675c","CDI","O","C","ct_9",1870,"tr_3"
82941,"QA","34","34","431d","CDI","O","C","ct_9",455,"tr_1"
82974,"PZ","56","29","524b","CDI","O","P",NA,152,NA
82981,"OZ","75","92","344b","CDI","O","C","ct_2",1637,"tr_6"
82987,"QA","50","14","541c","CDD","O","P","ct_6",807,"tr_1"
82995,"NZ","65","65","684a","CDI","O","C","ct_9",1813,"tr_3"
83012,"HZ","67","67","466c","CDI","O","C","ct_9",1365,"tr_2"
83014,"NZ","63","63","564a","CDI","O","P","ct_8",881,"tr_1"
83020,"TZ","57","57","563a","CDI","O","N","ct_7",358,"tr_1"
83030,"MC","12","12","526b","CDI","O","C","ct_9",1649,"tr_1"
83068,"OZ","92","92","451g","CDI","O","C","ct_2",1365,"tr_6"
83072,"QA","59","59","526a","CDI","O","C","ct_9",1820,"tr_6"
83082,"QB","62","62","563b","CDI","O","N","ct_7",1263,"tr_1"
83095,"IZ","67","67","632k","CDI","O","C","ct_9",562,"tr_4"
83099,"QB","17","17","525d","CDI","O","C","ct_9",1834,"tr_4"
83101,"PZ","35","35","423b","CDI","O","C","ct_9",767,"tr_5"
83102,"IZ","49","49","636d","CDI","O","C","ct_9",1269,"tr_1"
83107,"NZ","93","78","534a","CDI","O","C","ct_9",1451,"tr_6"
83113,"QB","33","33","434d","CDI","O","P","ct_8",910,"tr_3"
83140,"OZ","89","75","333f","CDI","O","P","ct_2",1706,"tr_1"
83149,"QB","11","11","563b","AUT","O","P","ct_2",1456,"tr_4"
83164,"QA","37","37","451h","AUT","O","C","ct_3",1820,"tr_6"
83171,"GZ","83","83","374a","CDI","O","C","ct_9",1765,"tr_1"
83177,"QB","82","82","563b","CDI","O","N","ct_7",1318,"tr_1"
83178,"OZ","94","94","545d","CDI","O","C","ct_4",1981,"tr_5"
83181,"NZ","06","06","543g","CDI","O","C","ct_8",1638,"tr_5"
83182,"OZ","25","25","621f","CDI","O","P","ct_2",519,"tr_6"
83188,"OZ","68","68","333f","CDI","O","P","ct_2",656,"tr_1"
83205,"MA","14","06","423b","CDI","O","C","ct_9",936,"tr_1"
83220,"CA","49","79","387b","CDI","O","C","ct_9",1090,"tr_4"
83221,"TZ","92","92","563c","CDI","O","C",NA,288,NA
83223,"QA","17","17","526a","CDI","O","P","ct_8",1225,"tr_2"
83228,"NZ","95","77","684a","CDI","O","C","ct_9",1235,"tr_4"
83234,"SZ","92","92","424a","CDI","O","P","ct_8",581,"tr_1"
83236,"QB","72","72","563a","CDI","O","N","ct_7",3000,"tr_1"
83246,"QB","16","16","525d","CDI","O","C","ct_8",1818,"tr_4"
83249,"IZ","2A","2A","561d","CDD","O","C","ct_9",1076,"tr_2"
83252,"OZ","92","75","333e","AUT","O","C","ct_1",607,"tr_6"
83261,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
83264,"MA","02","02","486d","CDI","O","C","ct_9",1510,"tr_1"
83273,"QB","2B","2B","563b","CDI","O","P","ct_8",1655,"tr_1"
83280,"QB","13","13","526a","CDI","O","C","ct_8",1620,"tr_4"
83283,"HZ","53","53","521a","CDI","O","P","ct_9",1274,"tr_5"
83308,"PZ","59","59","422b","CDI","O","C","ct_8",1820,"tr_5"
83309,"IZ","06","06","561c","CDI","O","P","ct_9",573,"tr_1"
83310,"CA","35","35","388c","CDI","O","P","ct_9",1820,"tr_6"
83338,"QB","78","78","563b","CDD","O","C","ct_2",1542,"tr_3"
83351,"HZ","62","59","333c","CDI","O","P","ct_9",1829,"tr_6"
83356,"GZ","38","38","461b","CDI","O","P","ct_9",325,"tr_2"
83361,"NZ","42","69","534a","CDI","O","C","ct_9",1875,"tr_2"
83368,"HZ","94","93","534a","CDI","O","C","ct_9",1614,"tr_5"
83375,"NZ","35","35","534a","CDI","O","C","ct_9",308,"tr_1"
83390,"QA","51","51","451h","CDI","O","C","ct_3",1814,"tr_6"
83392,"CG","26","26","632a","CDI","O","C","ct_9",1781,"tr_2"
83404,"QB","14","14","563a","CDI","O","N","ct_7",3000,"tr_1"
83406,"FZ","27","27","621b","CDI","O","C","ct_6",1772,"tr_2"
83418,"QB","87","87","524c","CDI","O","P","ct_2",745,"tr_2"
83423,"NZ","13","13","542a","CDI","O","N","ct_9",597,"tr_1"
83424,"HZ","10","10","641a","CDI","O","C","ct_9",1461,"tr_2"
83434,"FZ","15","15","632d","CDI","O","C","ct_9",377,"tr_1"
83457,"QB","78","78","563a","CDI","O","N","ct_7",574,"tr_1"
83461,"GZ","56","56","554f","CDI","O","P","ct_9",845,"tr_4"
83462,"QB","70","70","563a","CDI","O","N","ct_7",2163,"tr_1"
83470,"CK","85","85","388c","CDI","O","C","ct_9",1036,"tr_6"
83489,"MA","14","14","673c","CDI","O","P","ct_9",347,"tr_1"
83496,"KZ","78","75","467b","CDI","O","P","ct_9",892,"tr_6"
83504,"QA","56","56","451h","CDI","O","C","ct_3",452,"tr_6"
83516,"MA","31","31","425a","CDI","O","C","ct_9",1834,"tr_5"
83522,"CH","25","25","628g","CDI","O","C","ct_9",803,"tr_3"
83528,"GZ","91","92","461e","CDI","O","C","ct_9",1203,"tr_5"
83534,"PZ","91","91","341a","CDI","O","C","ct_8",1811,"tr_4"
83541,"PZ","69","69","423a","CDI","O","C","ct_9",1546,"tr_4"
83552,"GZ","72","72","653a","CDI","O","C","ct_9",1543,"tr_5"
83556,"CM","64","40","463b","CDI","O","C","ct_9",2028,"tr_3"
83557,"QB","44","44","461b","CDI","O","C","ct_8",1524,"tr_4"
83559,"GZ","11","11","634d","CDI","O","C","ct_9",1669,"tr_3"
83560,"GZ",NA,NA,"551a","CDI","O","P","ct_9",1279,"tr_5"
83569,"KZ","42","42","467c","CDI","O","C","ct_8",1844,"tr_1"
83573,"GZ","13","13","462b","CDI","O","C","ct_9",1715,"tr_3"
83577,"FZ","76","76","481b","CDI","O","C","ct_9",1550,"tr_2"
83586,"QB","65","65","563b","CDI","O","P","ct_8",1280,"tr_3"
83597,"CH","31","31","676c","CDI","O","C","ct_9",1486,"tr_0"
83600,"QA","57","57","564a","CDD","O","C",NA,199,NA
83604,"OZ","67","67","524c","AUT","X","P","ct_2",346,"tr_5"
83608,"FZ","93","93","632d","CDI","O","C","ct_9",1291,"tr_1"
83644,"CG","59","59","652a","CDI","O","C","ct_9",1562,"tr_6"
83651,"PZ","13","13","341a","CDI","O","C","ct_8",1668,"tr_3"
83654,"KZ","71","75","467c","CDI","O","C","ct_9",1821,"tr_4"
83666,"FZ","16","16","632a","CDI","O","C","ct_9",698,"tr_3"
83682,"CM","44","44","477b","CDI","O","C","ct_9",1790,"tr_5"
83699,"PZ","74","74","354g","CDI","O","C",NA,704,NA
83701,"HZ","33","93","389b","CDI","O","C","ct_9",910,"tr_6"
83720,"PZ","56","56","525b","CDI","O","C","ct_8",1062,"tr_4"
83722,"SZ","61","75","386e","CDI","O","P","ct_8",1699,"tr_1"
83740,"OZ","94","94","524c","CDI","O","P",NA,149,NA
83741,"GZ","44","44","374d","CDI","O","C","ct_9",1894,"tr_1"
83772,"OZ","13","13","524c","CDI","O","C",NA,143,NA
83775,"GZ","63","63","555a","CDI","O","C","ct_9",1845,"tr_4"
83776,"CA","29","29","628g","CDI","O","C","ct_9",1820,"tr_6"
83779,"OZ","77","75","525b","AUT","O","C","ct_2",1820,"tr_6"
83787,"FZ","79","79","621c","CDI","O","C","ct_9",1619,"tr_2"
83797,"GZ","17","16","374d","CDI","O","C","ct_9",1757,"tr_4"
83810,"QA","87","87","526e","CDI","O","C","ct_9",1953,"tr_2"
83820,"MA","19","19","543b","CDI","O","C","ct_9",1820,"tr_3"
83832,"PZ","49","49","434e","CDI","O","C","ct_8",1892,"tr_2"
83833,"NZ","75","75","534a","CDI","O","C","ct_9",2036,"tr_6"
83840,"MA","94","92","628g","CDI","O","C","ct_9",672,"tr_3"
83852,"CG","63","63","475a","CDI","O","C","ct_9",1888,"tr_6"
83858,"QB","24","24","563b","CDI","O","P","ct_8",1287,"tr_3"
83866,"CG","63","63","380a","CDI","O","C","ct_9",1820,"tr_6"
83869,"NZ","14","61","684a","AUT","O","P",NA,303,"tr_1"
83876,"PZ","29","29","422a","CDI","O","C","ct_1",1820,"tr_3"
83882,"HZ","77","77","373d","CDI","O","C","ct_9",282,"tr_1"
83887,"QA","45","45","344b","CDI","O","P","ct_1",1469,"tr_3"
83891,"QB","40","40","563b","AUT","O","C",NA,210,NA
83903,"MB","33","92","385a","CDI","O","C","ct_9",1820,"tr_6"
83928,"GZ","29","29","676d","CDI","O","C","ct_8",1447,"tr_2"
83932,"HZ","32","32","451a","CDI","O","C","ct_9",1072,"tr_4"
83945,"PZ","67","67","341a","CDI","O","C","ct_1",1820,"tr_6"
83947,"PZ","50","50","421b","CDI","O","C","ct_8",1820,"tr_3"
83950,"PZ","59","59","341a","CDI","O","C","ct_8",1820,"tr_5"
83952,"HZ","81","81","542a","CDI","O","P","ct_6",1044,"tr_1"
83963,"QB","22","29","563b","AUT","O","C","ct_2",1828,"tr_4"
83970,"FZ","38","38","632g","CDI","O","C","ct_9",1240,"tr_1"
83974,"QB","92","75","434e","CDI","O","C","ct_8",1823,"tr_4"
83980,"TZ","23","23","563c","CDI","O","N","ct_7",1553,"tr_1"
83983,"NZ","87","87","684a","CDI","O","P","ct_9",1100,"tr_5"
83988,"HZ","54","54","641a","CDI","O","C","ct_9",1440,"tr_1"
83992,"QB","83","83","563b","CDI","O","P","ct_9",1230,"tr_3"
84023,"NZ","34","34","534a","CDI","O","C","ct_9",1820,"tr_6"
84025,"PZ","02","02","423b","CDI","O","C","ct_8",1104,"tr_0"
84027,"QA","78","94","541b","CDI","O","C","ct_6",1427,"tr_1"
84028,"NZ","72","72","684a","CDI","O","C","ct_9",1880,"tr_3"
84029,"GZ","73","73","554a","CDI","O","C","ct_9",1740,"tr_3"
84053,"QA","27","27","526e","CDI","O","C","ct_9",2086,"tr_1"
84056,"CB","34","34","675a","CDI","O","C","ct_9",607,"tr_4"
84058,"GZ","59","02","552a","CDI","O","P","ct_9",1486,"tr_5"
84061,"QA","69","69","431f","CDI","O","C","ct_9",1836,"tr_6"
84062,"OZ","84","84","434d","CDI","O","P","ct_2",336,"tr_6"
84063,"KZ","78","78","545c","CDI","O","C","ct_8",1595,"tr_6"
84064,"GZ","77","77","674d","CDI","O","C","ct_9",1580,"tr_3"
84067,"PZ","05","13","423b","CDI","O","C","ct_8",1368,"tr_5"
84068,"QB","59","59","563b","CDI","O","P","ct_8",1627,"tr_4"
84073,"PZ","33","31","461b","CDI","O","C","ct_1",1820,"tr_5"
84078,"NZ","92","95","684a","CDI","O","C","ct_9",1023,"tr_6"
84085,"SZ","30","30","542a","CDI","O","P","ct_8",1820,"tr_1"
84088,"QB","62","62","431a","AUT","O","C","ct_3",1866,"tr_4"
84092,"EZ","49","49","676c","CDI","O","C","ct_9",121,"tr_1"
84095,"QB","75","75","344b","CDI","O","P","ct_8",427,"tr_4"
84098,"CL","78","78","384a","CDI","O","C","ct_9",1906,"tr_6"
84101,"OZ","01","69","525b","AUT","O","C","ct_2",1820,"tr_6"
84106,"MA","50","50","542a","CDI","O","C","ct_9",2060,"tr_2"
84111,"EZ","38","07","641a","CDI","O","C","ct_9",1071,"tr_3"
84112,"TZ","44","44","563c","CDI","O","N","ct_7",959,"tr_1"
84114,"PZ","85","85","422b","CDI","O","P","ct_8",607,"tr_5"
84118,"GZ","84","84","551a","CDI","O","C","ct_9",1767,"tr_4"
84129,"RZ","59","59","542a","CDI","O","P","ct_8",1039,"tr_2"
84138,"PZ","75","93","422c","CDI","O","C","ct_8",1820,"tr_3"
84143,"CI","28","78","542b","CDI","O","P","ct_9",1428,"tr_6"
84144,"QA","75","75","526e","CDI","O","C","ct_9",2313,"tr_1"
84146,"PZ","21","21","341a","AUT","O","C","ct_1",1820,"tr_5"
84159,"CE","60","95","462e","CDI","O","C","ct_9",218,"tr_6"
84160,"QB","38","38","431f","CDI","O","C","ct_8",1766,"tr_3"
84162,"GZ","72","72","554g","CDI","O","P","ct_6",928,"tr_2"
84169,"KZ","13","13","526a","CDI","O","C","ct_8",1813,"tr_2"
84173,"GZ","64","64","676c","CDI","O","C","ct_9",1046,"tr_1"
84178,"OZ","33","33","335a","CDI","O","N",NA,NA,NA
84186,"CH","37","37","477b","CDI","O","C","ct_9",1324,"tr_3"
84187,"QB","85","85","526a","CDD","O","P","ct_8",229,"tr_3"
84188,"FZ","69","44","481b","CDI","O","C","ct_9",1208,"tr_4"
84199,"OZ","41","41","451g","CDI","O","C","ct_2",804,"tr_6"
84205,"CL","59","59","474b","CDI","O","C","ct_9",1053,"tr_6"
84215,"QB","19","23","526d","CDI","O","C","ct_8",1820,"tr_4"
84220,"QB","34","34","435b","CDI","O","C","ct_8",1792,"tr_1"
84232,"GZ","88","88","433d","CDI","O","C","ct_6",655,"tr_1"
84234,"CA","63","63","486b","CDI","O","C","ct_9",1827,"tr_6"
84236,"CJ","38","38","672a","CDI","O","C","ct_9",1794,"tr_4"
84250,"QB","39","39","434e","CDI","O","C","ct_8",1820,"tr_4"
84254,"PZ","28","45","423b","CDI","O","P","ct_1",1483,"tr_5"
84257,"IZ","30","30","561c","CDI","O","C","ct_9",605,"tr_1"
84265,"CI","28","78","383a","CDI","O","C","ct_9",1820,"tr_6"
84268,"PZ","50","50","421b","AUT","O","C","ct_2",1213,"tr_2"
84269,"QB","44","44","526a","CDI","O","C","ct_8",1828,"tr_4"
84273,"KZ","50","50","478a","CDI","O","C","ct_9",1430,"tr_1"
84289,"QB","69","69","526a","CDI","O","C","ct_8",1694,"tr_4"
84291,"CJ","68","90","652a","CDI","O","C","ct_9",1275,"tr_5"
84311,"OZ","31","31","545d","CDI","O","P","ct_8",1614,"tr_6"
84329,"CH","45","45","628c","CDI","O","C","ct_9",497,"tr_3"
84336,"CH","33","33","673a","CDI","O","P","ct_9",972,"tr_1"
84350,"QB","91","94","434a","CDI","O","C","ct_8",1820,"tr_4"
84356,"IZ","94","75","488a","CDI","O","C","ct_9",889,"tr_1"
84360,"QA","29","29","526a","AUT","O","C","ct_3",1820,"tr_6"
84369,"NZ","65","64","684a","CDI","O","P","ct_9",1417,"tr_6"
84372,"HZ","34","34","333c","CDI","O","C","ct_9",1820,"tr_6"
84374,"FZ","13","13","681a","CDI","O","C","ct_9",1584,"tr_1"
84394,"QB","42","42","526d","CDI","O","C","ct_8",1900,"tr_3"
84396,"MC","37","37","676a","CDI","O","C","ct_9",1820,"tr_4"
84404,"QB","84","84","479b","CDI","O","P","ct_8",910,"tr_2"
84406,"NZ","44","92","461d","CDI","O","C","ct_9",1073,"tr_5"
84417,"NZ","75","75","564a","CDI","O","N","ct_8",3000,"tr_1"
84418,"OZ","34","34","434c","CDI","O","C","ct_8",1169,"tr_5"
84422,"MB","31","31","383a","CDI","O","P","ct_5",686,"tr_6"
84424,"OZ","75","75","524b","CDI","O","C","ct_1",1213,"tr_6"
84431,"GZ","01","01","462a","CDI","O","C","ct_9",1754,"tr_1"
84449,"FZ","43","43","621e","CDI","O","C","ct_9",1816,"tr_3"
84450,"GZ","74","74","554c","CDI","O","P","ct_9",1159,"tr_1"
84451,"QA","60","60","433a","CDI","O","C","ct_9",1750,"tr_3"
84455,"QA","35","35","344a","CDI","O","C","ct_8",1829,"tr_6"
84456,"TZ","94","75","563c","CDI","O","N","ct_7",1967,"tr_1"
84457,"CG","41","41","628d","CDI","O","C","ct_9",928,"tr_5"
84474,"QB","62","62","525b","CDI","O","P","ct_8",447,"tr_5"
84485,"CJ","38","38","543h","CDI","O","C","ct_9",1820,"tr_6"
84488,"MC","37","37","626b","CDI","O","C","ct_9",1743,"tr_3"
84520,"QB","51","51","525d","CDI","O","C","ct_3",1586,"tr_4"
84537,"QA","30","30","431f","CDI","O","C","ct_8",455,"tr_3"
84539,"HZ","57","57","641a","CDI","O","C","ct_9",2200,"tr_3"
84551,"JA","64","64","352a","CDI","O","C","ct_9",1796,"tr_2"
84552,"QA","40","40","526c","AUT","O","C","ct_3",1819,"tr_6"
84562,"OZ","81","31","467d","CDI","O","P","ct_8",854,"tr_6"
84571,"NZ","31","27","554e","CDI","O","C","ct_9",1132,"tr_3"
84573,"CH","52","52","676e","CDI","O","C","ct_9",2068,"tr_5"
84586,"KZ","65","65","467a","CDI","O","C","ct_9",1820,"tr_1"
84602,"NZ","93","93","684a","CDI","O","P","ct_9",893,"tr_6"
84620,"QB","59","59","684a","CDD","O","C","ct_8",1626,"tr_6"
84627,"HZ","62","62","477a","CDI","O","C","ct_9",2028,"tr_3"
84632,"TZ","06","06","563c","CDI","O","N","ct_7",792,"tr_1"
84634,"CG","80","80","382d","CDI","O","P","ct_9",2200,"tr_1"
84640,"MC","01","01","526b","CDI","O","C","ct_9",2028,"tr_1"
84642,"QA","77","77","525d","CDI","O","C","ct_9",1820,"tr_4"
84648,"CK","44","44","624c","CDI","O","C","ct_9",1962,"tr_6"
84665,"QB","34","34","563b","AUT","O","C",NA,904,NA
84680,"PZ","59","49","388c","CDI","O","C","ct_8",2681,"tr_3"
84683,"MB","59","59","388a","CDI","O","C","ct_9",1551,"tr_5"
84685,"OZ","08","51","545d","CDI","O","C","ct_8",1820,"tr_6"
84691,"FZ","58","58","681a","CDI","O","C","ct_9",405,"tr_1"
84692,"HZ","57","06","641a","CDI","O","C","ct_9",2074,"tr_3"
84702,"QA","82","82","525d","CDI","O","C","ct_9",1820,"tr_6"
84707,"KZ","21","21","462e","CDI","O","C","ct_9",1712,"tr_3"
84708,"FZ","38","38","632f","CDI","O","C","ct_9",1458,"tr_1"
84724,"PZ","30","30","525a","CDI","O","P","ct_8",990,"tr_2"
84747,"NZ","75","92","684a","CDI","O","P","ct_9",1017,"tr_6"
84748,"NZ","54","67","534a","CDI","O","C","ct_9",1607,"tr_5"
84749,"GZ","92","94","634c","CDI","O","C","ct_9",402,"tr_1"
84754,"HZ","93","95","473a","CDI","O","C","ct_9",1136,"tr_6"
84757,"OZ","37","37","525c","CDI","O","N",NA,372,NA
84761,"HZ","07","07","641b","CDI","O","P","ct_9",501,"tr_1"
84762,"RZ","67","67","543g","CDI","O","C","ct_8",1820,"tr_1"
84764,"GZ","30","30","554h","CDI","O","P","ct_9",765,"tr_0"
84781,"KZ","59","59","467b","CDI","O","C","ct_9",1820,"tr_5"
84782,"QA","93","93","525d","CDI","O","C","ct_9",1852,"tr_6"
84798,"GZ","19","19","551a","CDI","O","C","ct_9",1134,"tr_5"
84801,"QA","11","11","526a","CDI","O","C","ct_9",1834,"tr_6"
84805,"OZ","46","46","525b","CDI","O","P","ct_2",133,"tr_1"
84807,"FZ","06","06","632f","CDI","O","C","ct_9",1764,"tr_2"
84810,"QB","92","92","563b","CDI","O","P","ct_9",1649,"tr_2"
84813,"LZ","68","68","684a","CDI","O","C","ct_5",1782,"tr_5"
84832,"MA","14","14","461b","CDI","O","C","ct_9",1856,"tr_1"
84846,"GZ","77","77","542a","CDI","O","C","ct_9",1820,"tr_4"
84849,"HZ","93","92","543b","CDI","O","C","ct_9",1575,"tr_5"
84850,"AZ","85","85","691c","CDI","O","P",NA,127,NA
84875,"PZ","44","44","422c","CDI","O","P","ct_8",463,"tr_3"
84879,"GZ","75","92","554b","CDI","O","C","ct_9",1613,"tr_0"
84884,"GZ","06","06","552a","CDI","O","P","ct_9",1479,"tr_6"
84887,"IZ","69","69","561d","CDI","O","C","ct_9",1500,"tr_1"
84888,"NZ","93","95","534a","CDI","O","P","ct_9",913,"tr_6"
84901,"NZ","67","67","652a","TTP","O","C","ct_9",385,"tr_1"
84911,"HZ","92","93","642a","CDI","O","P","ct_9",470,"tr_1"
84912,"QA","08","55","526e","CDI","O","C","ct_9",1836,"tr_2"
84924,"IZ","56","56","561d","CDI","O","C","ct_9",1617,"tr_1"
84926,"NZ","43","43","684a","CDI","O","C","ct_9",2176,"tr_3"
84929,"GZ","56","22","344d","CDI","O","P","ct_9",1019,"tr_1"
84933,"QB","91","91","563b","CDI","O","P","ct_9",1815,"tr_3"
84946,"MA","69","69","373c","CDI","O","N","ct_9",304,"tr_0"
84975,"QA","78","78","526a","CDI","O","C","ct_9",3000,"tr_6"
84991,"MC","15","15","542a","CDI","O","C","ct_9",1833,"tr_1"
85005,"QA","13","13","526b","AUT","O","C","ct_3",1665,"tr_6"
85007,"NZ","13","13","624g","CDI","O","C","ct_9",1531,"tr_3"
85026,"QB","53","53","542a","CDI","O","P","ct_8",1463,"tr_1"
85036,"CH","55","55","623e","CDI","O","C","ct_9",1725,"tr_3"
85039,"QA","35","35","543h","CDI","O","C","ct_8",728,"tr_6"
85049,"GZ","59","59","552a","CDI","O","P","ct_9",1084,"tr_5"
85057,"CH","27","27","626b","CDI","O","C","ct_9",1228,"tr_6"
85064,"DZ","2A","2A","477c","CDI","O","C","ct_9",1786,"tr_5"
85072,"NZ","11","34","684a","CDI","O","P","ct_9",252,"tr_0"
85093,"QA","78","78","431d","CDI","O","C","ct_8",1861,"tr_3"
85104,"QA","59","59","526b","CDI","O","C","ct_6",1316,"tr_1"
85106,"CJ","19","19","672a","CDI","O","C","ct_9",920,"tr_6"
85116,"OZ","05","05","333f","CDI","O","C","ct_2",606,"tr_6"
85122,"GZ","66","66","685a","CDD","O","C","ct_9",1925,"tr_1"
85123,"QA",NA,NA,"525d","CDI","O","C","ct_9",1696,"tr_2"
85124,"FZ","61","61","382c","CDI","O","C","ct_9",1820,"tr_5"
85135,"CL","80","80","672a","CDI","O","C","ct_9",1810,"tr_5"
85140,"QB","47","47","344b","CDI","O","P","ct_9",743,"tr_3"
85142,"NZ","78","78","534a","CDI","O","C","ct_9",1611,"tr_6"
85154,"QB","76","76","563a","CDI","O","N","ct_7",757,"tr_1"
85162,"HZ","62","59","451e","CDI","O","C","ct_5",1971,"tr_6"
85170,"GZ","94","75","676a","CDI","O","P","ct_6",979,"tr_0"
85181,"QB","13","13","563b","CDI","O","N","ct_7",1307,"tr_1"
85191,"CB","59","59","652a","CDI","O","C","ct_9",1590,"tr_4"
85205,"GZ","39","39","551a","CDI","O","P","ct_9",883,"tr_3"
85212,"NZ","59","59","684a","CDI","O","C","ct_9",1381,"tr_5"
85220,"RZ","29","29","423b","CDI","O","C","ct_8",278,"tr_2"
85240,"QA","37","37","434a","CDI","O","C","ct_8",1125,"tr_5"
85258,"CA","91","91","674c","CDI","O","C","ct_9",700,"tr_6"
85268,"IZ","64","64","541c","CDI","O","C","ct_9",1527,"tr_2"
85293,"OZ","91","91","563b","AUT","O","P","ct_2",803,"tr_6"
85307,"FZ","83","83","542a","CDI","O","P","ct_6",336,"tr_1"
85316,"CH","53","53","634b","CDI","O","C","ct_9",601,"tr_3"
85322,"MA","04","04","461e","CDI","O","C","ct_9",342,"tr_1"
85340,"GZ","21","89","463c","CDI","O","C","ct_9",1395,"tr_1"
85354,"QB","13","13","684a","AUT","X","P","ct_8",1158,"tr_0"
85374,"CI","95","92","473b","CDI","O","C","ct_9",457,"tr_6"
85381,"QA",NA,NA,"526e","CDI","O","C","ct_9",2111,"tr_1"
85382,"SZ","67","67","354g","CDI","O","P","ct_8",808,"tr_1"
85383,"HZ","59","59","641a","CDI","O","C","ct_9",1695,"tr_3"
85397,"GZ","03","03","554j","CDI","O","C","ct_9",592,"tr_1"
85405,"QA","74","74","344b","CDI","O","C","ct_9",1820,"tr_3"
85416,"HZ","47","47","641a","CDI","O","C",NA,209,NA
85423,"OZ","94","77","423b","CDI","O","P","ct_2",1088,"tr_6"
85430,"MA","31","93","478c","CDI","O","C","ct_9",1851,"tr_6"
85431,"MA","75","75","387b","CDI","O","C","ct_9",590,"tr_4"
85433,"QA",NA,NA,"526a","CDI","O","C","ct_9",1820,"tr_5"
85434,"FZ","15","15","681a","CDI","O","C","ct_9",1687,"tr_2"
85440,"CK","59","59","624f","CDI","O","C","ct_9",1923,"tr_3"
85451,"QB","40","40","563b","CDI","O","P","ct_8",1573,"tr_3"
85454,"NZ","06","06","534a","CDI","O","C","ct_9",1686,"tr_5"
85455,"CA","28","28","625f","CDI","O","P","ct_9",1511,"tr_5"
85459,"PZ","17","17","341a","CDI","O","C","ct_8",1820,"tr_5"
85462,"QB","80","80","526d","CDI","O","C","ct_8",708,"tr_5"
85467,"KZ","59","59","543g","CDI","O","C","ct_9",738,"tr_3"
85473,"OZ","53","44","525b","AUT","O","C","ct_2",1820,"tr_6"
85481,"CA","42","42","625f","CDI","O","P","ct_9",336,"tr_5"
85487,"NZ","21","21","467c","CDI","O","C","ct_9",1794,"tr_1"
85495,"CH","77","77","484b","CDI","O","C","ct_9",1564,"tr_5"
85507,"QB","25","25","526a","CDI","O","P","ct_8",664,"tr_4"
85518,"CG","51","51","625c","CDI","O","C","ct_9",1896,"tr_5"
85519,"GZ","31","31","653a","CDI","O","C","ct_9",1787,"tr_5"
85523,"NZ",NA,NA,"373c","CDI","O","C","ct_9",676,"tr_1"
85528,"QA","12","12","526a","AUT","O","C","ct_3",1820,"tr_6"
85546,"QA","88","88","523d","CDI","O","C","ct_3",1820,"tr_6"
85551,"QA","62","62","543b","CDI","O","C","ct_9",1676,"tr_1"
85552,"CA","85","85","676c","CDI","O","C","ct_9",1820,"tr_5"
85553,"SZ","13","13","542a","CDI","O","C","ct_8",1585,"tr_5"
85578,"SZ","47","47","542a","CDI","O","C","ct_8",1792,"tr_1"
85589,"QB","57","57","526a","CDI","O","C","ct_8",173,"tr_4"
85593,"GZ","60","60","634c","CDI","O","C","ct_9",1505,"tr_4"
85594,"QB","33","33","563a","CDI","O","N","ct_7",3000,"tr_1"
85623,"QB","77","77","563b","CDI","O","C",NA,386,NA
85626,"QB","85","85","525d","CDI","O","P","ct_9",512,"tr_1"
85630,"GZ","77","77","643a","CDI","O","C","ct_9",1823,"tr_3"
85642,"CA","62","62","625b","CDI","O","C",NA,152,NA
85643,"NZ","80","80","386c","CDI","O","C","ct_9",1785,"tr_5"
